language,tongue twister,translation
German Zungenbrecher,Z' Rhyyfälde under der rächte Rhyybrugg liit e rauhi Rehläbere., In Rheinfelden under the right bridge over the river Rhein a rough liver of a roe deer is lying.
German Zungenbrecher,Dä Papscht hät z'Spietz s'Bschteck z'spaat bstellt., Der Pope ordered the fork and knife in Spietz to late.
German Zungenbrecher,Die Chatz chat ins Chuchichäschtli chechözelet., The cat hat vomited in the kitchen cupboard.
German Zungenbrecher,"Net a selle Schella schella selle Schella schellat nöd, adr selle Schella schella, selle Schella schellat."," Don't ring this bell, this bell won't ring. Ring (on) this bell, this bell will ring."
German Zungenbrecher,Blitzt's z'mitz's z'Züri?," Is there a lightning in the middle of Zurich? German: Blitzt es mitten in Zürich?

"
German Zungenbrecher,"Z Schwyz am Zit schint d Sunne,
Und wänn si z Schwyz am Zit nüd schint,
So schint si e Zitlang z Brunne."," In Schwyz you presently have sunshine, and shoudn’t it shine in Schwyz for now, it will shine for some time at Brunnen. Schwyz is the capital of the Canton Schwyz. Brunnen is another Swiss town opposite to Schwyz,  separated by the Rigi."
German Zungenbrecher,Drüi rundi roui Röhrli und drüi rundi roui Rehläberli lehre d Lüüt rächt rede.," Three round raw tubes and three round raw deer livers teach people to talk the right way.
German: Drei runde rohe Röhrchen und drei runde ruhe Rehleber lehren Leuten recht reden."
German Zungenbrecher,"Metzger, metzg'mer mit em gwetzte Metzgermässer de Mäxli; de Mäxli, Metzger, metzg'mer mit em gwetzte Metzgermässer!"," Butcher, slaughter me with the sharpened butcher knife the Mäxli (name of an animal, Swiss short form for Maximilian)!"
German Zungenbrecher,Z'Khur is Khuhikhäschtli gu Khaugummi kaua., In Chur to go to the cupboard to chew chewing gum. German: In Chur ins Küchenkästchen Kaugummi kauen gehen.
German Zungenbrecher,Gadaladalälla," ""Gadaladalälla"" is the thing that keeps the shutters of the parents' bedroom open (Gada = parents' bedroom, Lada = shutter, Lälla = tongue)"
German Zungenbrecher,Dä Papst hät Schpäck Bschteck zspoht bschtellt., The Pope ordered the bacom cutlery to late
German Zungenbrecher,Zwoi kloinere oier in oinere roi, Two smaller eggs in one row. German: Zwei kleinere Eier in einer Reihe.
German Zungenbrecher,"Wenn Churer sägen, sagen sie ""saga"";
Sagen sie ""sagen"", dann 'sägen' sie ""säga""."," When people from Chur (a town) saw, they say ""say""; saying 'say', they ""saw"" ""saw""."
German Zungenbrecher,Dä Pabscht hät z’Schpiez s’Späckbschteck z’schpaat bschtellt.," The Pope in Spiez (a town) has ordered the bacon cutlery to late.
German: Der Papst hat in Spiez (Stadt am Thunersee) das Speckbesteck zu spät bestellt."
German Zungenbrecher,"Hinderem Münschter het es Anggewegglimaitli Butterweggli feil.
Hinderem Münschter het es Anggewegglimaitli feil
Anggewegglimaitli Butterweggli feil
Butterwegglimaitli Anggeweggli feil
Hinderem Münschter het es Anggewegglimaitli feil"," German: Hinter dem Münster hält ein Butterbrot-Mädchen Butterwecken feil. Hinter dem Münster hält ein Butterbrot-Mädchen feil. Butterbrot-Mädchen hält Butterwecken feil. Butterwecken-Mädchen hält Butterbrote feil. Hinter dem Münster hält ein Butterbrot-Mädchen feil
Behind the Cathedral a sandwich-girl is offering brioche for sale.
Behind the Cathedral a sandwich-girl is selling;
Sandwich-girl is offering brioche;
Brioche-girl is offering sandwiches;
Behind the Cathedral a sandwich-girl is selling."
German Zungenbrecher,"Will er suur, so wott si süess,
will er Mehl, so wott sie Griess,
will er Fink, so wott sie Spatz,
seit er Hund, so seit sie Chatz,
will er Suppe, so seit sie Mocke,
will er stah, so wott sie hocke,
isch er det, so isch sie da,
schreit er hu, so schreit sie ha!"," When he wants sour, then she wants sweet,
When he wants flour, then she wants corn,
when he says finch, then she says sparrow
when he says dog, she says cat,
he wants soup, she wants meat,
he wants to stand, then she wants to sit,
is he there, then is she here
he shouts hu then she shouts ha!"
German Zungenbrecher,"Das git mir es luschtigs Znacht,
we üsi Muetter Chüechli bacht
u de Vater umespringt
u üs allne d Chüechli nimmt."," That is bound to be a funny supper
when our mother bakes cakes
and the father jumps around
and takes the cakes away from us"
German Zungenbrecher,Mooru müess mina Metzger mit minum mutztu Messer mini mager Moora metzgu., Tomorrow my butcher will have to butcher my skinny sow with my dull knife. German: Morgen muss mein Metzger mit meinem stumpfen Messer meine magere Sau schlachten.
German Zungenbrecher,Z'Chääschüechebläch im Chuchichaschtji, The cheese cake pan in the small kitchen cupbard. German: Das Käsekuchenblech im Küchenkästchen.
German Zungenbrecher,Chustav chäit in chorn un chütt de chiälen Cheorginen.," Gustav is going into the Garden and watering the yellow Dahlias.
German: Gustav geht in den Garten und gießt die gelben Dahlien."
"Greek, Ancient",ΝΙΨΟΝ ΑΝΟΜΗΜΑΤΑ ΜΗ ΜΟΝΑΝ ΟΨΙΝ," Wash my transgressions, not only my face."
"Greek, Ancient",... λαληθησεται σοι τι σε δει ποιειν.," ""... you will be told what you are to do."" This is what God said to Saul, later known as the Apostle Paul, on the road to Damascus."
"Greek, Ancient","λοπαδο-τεμαχο-σελαχο-γαλεο-κρανιο-λειψανο-δριμ-υπο-τριμματο-σιλφιο-
καραβο-μελιτο-κατακεχυ-μενο-κιχλ-επι-κοσσυφο-φαττο-περιστερ-αλεκτρυον-
οπτο-κεφαλλιο-κιγκλο-πελειο-λαγῳο-σιραιο-βαφη-τραγανο-πτερύγων"," Fictional ancient Greek dish mentioned in Aristophanes' comedy ""Assemblywomen"" (Ἐκκλησιάζουσαι 1169); Name of a dish compounded of all kinds of dainties, fish, flesh, fowl, and sauces. (Henry George Liddell. Robert Scott. A Greek-English Lexicon. rev. and aug. throughout by. Sir Henry Stuart Jones. with the ass. of Roderick McKenzie. Oxford. Clarendon Press. 1940.)"
"Greek, Modern γλωσσοδέτες (glossothetes)",Ρερητόρευκα το ρερητορευμένο ρω.," I have accomplished saying the well-known letter ""Ro"
"Greek, Modern γλωσσοδέτες (glossothetes)","Κούπα καπακωτή, κούπα καπακωμένη. Κούπα ξεκαπάκωτη, κούπα ξεκαπακωμενη."," A covered mug, an uncovered mug."
"Greek, Modern γλωσσοδέτες (glossothetes)","Ο ρουμπής, ο κουμπής, ο ρουμποκομπολογής βγήκε να ρουμπέψει, να κουμπέψει, να ρουμποκομπολογέψει και τον πιάσαν οι ρουμπήδες, οι κουμπήδες, οι ρουμποκομπολογήδες.", (?)
"Greek, Modern γλωσσοδέτες (glossothetes)",Του το 'πα του παπού μου., I did tell my grandpa.
"Greek, Modern γλωσσοδέτες (glossothetes)","Kαλημέρα, καμηλιέρη. Kαμηλιέρη, καλημέρα."," Good morning, cameleer. Cameleer, good morning."
"Greek, Modern γλωσσοδέτες (glossothetes)","Eκκλησιά μολυβδωτή, μολυβδοκοντυλοπελεκητή ποιός τη μολυβδοκοντυλοπελεκούσε; O γιός του μολυβδοκοντυλοπελεκητή. Nα'χα κι εγώ τα σύνεργα τα μύνεργα του γιού του μολυβδοκοντυλοπελεκητή να τη μολυβδοκοντυλοπελεκούσα καλύτερα απ΄το γιο του μολυβδοκοντυλοπελεκητή."," A leaded church, hit with lead; who hit it with lead? The leadmonger's son. I wish I had the tools, the tools of the leadmonger's son so as to hit it with lead better than the leadmonger's son."
"Greek, Modern γλωσσοδέτες (glossothetes)","... τυφλός τα τ' ώτα, τον τε νουν, τα τ' όμματ' εί."," ... you are blind in your ears, your mind and your eyes."
"Greek, Modern γλωσσοδέτες (glossothetes)","Πέφτη έπεσε το πεύκο, Πέφτη πέφτει ο πεύκος κάτω."," The pine-tree fell on Thursday, the pine-tree falls down on Thursday."
"Greek, Modern γλωσσοδέτες (glossothetes)",Της καρέκλας το ποδάρι ξεκαρεκλοποδαρώθηκε., The chair's leg got undone (broken)
"Greek, Modern γλωσσοδέτες (glossothetes)",Οι σπανοί Ισπανοί εις πανί εζωγράφισαν ισπανικόν στρατόν εις πανικόν., The beardless Spaniards on canvas were painting a Spanish army in panic.
"Greek, Modern γλωσσοδέτες (glossothetes)",Μία τίγρη καί τρία τιγράκια., A tiger and three little tigers.
"Greek, Modern γλωσσοδέτες (glossothetes)",Μία πάπια μα ποια πάπια; Μία πάπια με παπιά., A duck but which duck? A duck with ducklings.
"Greek, Modern γλωσσοδέτες (glossothetes)",Άσπρη πέτρα ξέξασπρη κι απ' τον ήλιο ξεξασπρότερη.," Bright white stone, brighter than the sun."
"Greek, Modern γλωσσοδέτες (glossothetes)","Ο παπάς ο παχύς έφαγε παχιά φακή. Γιατί, παπά παχύ, έφαγες παχιά φακή;"," The fat priest ate thick lentil soup. Why, fat priest, did you eat thick lentil soup?"
"Greek, Modern γλωσσοδέτες (glossothetes)","Κάτω από την πυθαρόπλακα, 
την πυθαρόπλακά μας, 
κάθεται νούμι και νούμι και νούμι 
και νούμι και νουμάκι, 
πάω να πιάσω το νούμι 
και φεύγει το νουμάκι.",
"Greek, Modern γλωσσοδέτες (glossothetes)",Aνέβηκα στη μιτσιριά στη τσιτσιριά στη τσιτσιχομιτσιριά να κόψω μίτσιρα τσίτσιρα τσιτσιχομιτσιχότσιρα και έσπασε η μιτσιριά η τσιτσιριά η τσιτσιχομιτσιριά και μου έπεσαν τα τσίτσιρα τα μίτσιρα τα τσιτσιχομιτσιχότσιρα.," I climbed upon the mitsiria, the tsitsiria, the tsitsihomitsiria, to cut mitsira, tsitsira, tsitsimitsihotsira, and there broke the tsitsiria, the mitsiria, the tsitsimitsihotsiria and there fell the tsitsira, the mitsira, the tsitsihomitsihotsira."
"Greek, Modern γλωσσοδέτες (glossothetes)",Φτου σκωληκομερμυγκότρυπα (σκουληκομυρμηγκότρυπα), hole of worms and ants
"Greek, Modern γλωσσοδέτες (glossothetes)","Κουκιά βραστά, σκαστά, σπαστά με τη βραστή, σκαστή, σπαστή κουτάλα."," The koukia (fava bean) boiled, exploded, broken with the big boiled, exploded, broken spoon."
"Greek, Modern γλωσσοδέτες (glossothetes)","Ο τζίτζιρας, ο μίτζιρας, ο τζιτζιμιτζιχότζιρας,
ανέβηκε στη τζιτζιριά, στη μιτζιριά, στη τζιτζιμιτζιχοτζιριά,
κι έκοψε τα τζίτζιρα, τα μίτζιρα, τα τζιτζιμιτζιχότζιρα."," The tzitziras mitziras tzitzimitzihotziras,
climbed to tzitziria mitziria tzitzimitzihotziria,
to pick up the tzitzira mitzira tzitzimitzihotzira."
"Greek, Modern γλωσσοδέτες (glossothetes)","Κοράλλι, μικροκόραλλο και μικροκοραλλάκι
Κοράλλι, ψιλοκόραλλο και ψιλοκοραλλάκι"," Coral, small coral and very small coral; coral, tiny coral and very tinycoral
"
"Greek, Modern γλωσσοδέτες (glossothetes)","Σώσος και Σωσώ σοι τόνδ' ανέθηκε, Σώσος μεν σωθείς, Σωσώ δ' ότι Σώσος εσώθη."," Sosos and Soso, to you (goddess, this) is devoted to, because Sosos was saved, Soso because Sosos was saved."
"Greek, Modern γλωσσοδέτες (glossothetes)","Ανέβηκα στην τζιτζιριά, τήν μιτζιριά,
τήν τζιτζιμιτζιχοτζιριά,
κι έφαγα τζίτζιρα, μίτζιρα,
τζιτζιμιτζιχότζιρα."," I climed upon the tzitziria (tree), mitziria, tzitzimitzihotziria,
I ate the tzitziria mitziria tzitzimitzihotziria."
"Greek, Modern γλωσσοδέτες (glossothetes)","Άσπρη πέτρα ξεξασπρη στον ήλιο ξεξασπρόττερη,όποιος την πει καλλύτερα τζιείνος εν ο καθαρόγλωσσος"," White rock, very white, even whiter than the sun.
Whoever says it the best, he is the one with the clear tongue."
"Greek, Modern γλωσσοδέτες (glossothetes)","Οι σπανοί Ισπανοί, εις πανί ισπανικό, εις πανικό ισπανικό εζωγράφουν.", Beardless Spaniards on spanish material were painting a spanish cavalry in panic.
"Greek, Modern γλωσσοδέτες (glossothetes)",Πάγκος δίπαγκος τρίπαγκος τετραδοταβλόπαγκος!," Bench bi-benched, tri-benched, quadrupli-benched."
"Greek, Modern γλωσσοδέτες (glossothetes)","Η μάνα μου η μαυροβουνού, ψωμί σφελίδες μοίραζε."," My mother the black-mountained, bread in slices she gave."
"Greek, Modern γλωσσοδέτες (glossothetes)",Αναποδογυροκαρυδοταυλόπαγκος., Upside-down-turning-nut-table-bench.
"Greek, Modern γλωσσοδέτες (glossothetes)","Ο καβρός αυγά'γλειφεαπό πίσω από μια σφάκα πήγα κέκρυψα μια φλάσκα και παράγγειλα της σφάκας, σφάκα βλέπε μου τη φλάσκα.", The (kavros?) was licking eggs behind an asfaka (plant). I went to hide a big flask and I ordered the asfaka: asfaka keep an eye on the flask.
"Greek, Modern γλωσσοδέτες (glossothetes)",Τ΄ς εντσαν τ΄ς αλλοι; Τ΄ς εντσαν! Σαν τ΄ς εντσαν τι;, Have they dressed the others? They have. So what if they have!
"Greek, Modern γλωσσοδέτες (glossothetes)","Φίλος έδωσε σε φίλο τριαντάφυλλο με φίλο. 
Φίλε φύλαγε το φύλλο, μην το δώσεις σε άλλο φίλο.", A friend gave a rose with leaves to a friend. Friend keep the leaves don't give them to another friend.
